Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_id,market
2004-08-19 00:00:00-04:00,2.4737356741138217,2.5741693327267603,2.3737976339580538,2.482147216796875,897427216,0.0,0.0,goog,US
2004-08-20 00:00:00-04:00,2.498720695465192,2.69835145121199,2.486105039135891,2.6793038845062256,458857488,0.0,0.0,goog,US
2004-08-23 00:00:00-04:00,2.739662999245023,2.8071959325028386,2.6976097819381257,2.7062675952911377,366857939,0.0,0.0,goog,US
2004-08-24 00:00:00-04:00,2.7517843784763643,2.760689409586694,2.56204867932444,2.594207525253296,306396159,0.0,0.0,goog,US
2004-08-25 00:00:00-04:00,2.596432555032595,2.6716348852287175,2.569716286691651,2.622159481048584,184645512,0.0,0.0,goog,US
2004-08-26 00:00:00-04:00,2.5961858421634294,2.6703981408251485,2.589012042668355,2.6694087982177734,142572401,0.0,0.0,goog,US
2004-08-27 00:00:00-04:00,2.674108855913335,2.6869726782153966,2.614491845121897,2.625870943069458,124826132,0.0,0.0,goog,US
2004-08-30 00:00:00-04:00,2.6043487136723766,2.609544301009146,2.523458242416382,2.523458242416382,104429967,0.0,0.0,goog,US
2004-08-31 00:00:00-04:00,2.53063218384483,2.5655113601953596,2.527168774813275,2.5323634147644043,98825037,0.0,0.0,goog,US
2004-09-01 00:00:00-04:00,2.5405264901645124,2.5472056172411883,2.465572315455781,2.4799201488494873,183633734,0.0,0.0,goog,US
2004-09-02 00:00:00-04:00,2.453698463716059,2.5323632618583654,2.447513771276276,2.5110888481140137,303810504,0.0,0.0,goog,US
2004-09-03 00:00:00-04:00,2.4972368588240657,2.516779096323428,2.4569146401122635,2.473982810974121,103538639,0.0,0.0,goog,US
2004-09-07 00:00:00-04:00,2.4987205792420353,2.5232109494623485,2.4640886198607466,2.5128209590911865,117506800,0.0,0.0,goog,US
2004-09-08 00:00:00-04:00,2.4920415045312434,2.548690958120154,2.4861052121944627,2.530632495880127,100186120,0.0,0.0,goog,US
2004-09-09 00:00:00-04:00,2.536321354904519,2.5407738697754674,2.498473439313741,2.530879497528076,81620792,0.0,0.0,goog,US
2004-09-10 00:00:00-04:00,2.513315543075551,2.6360129495504623,2.505894290781005,2.605586051940918,174804764,0.0,0.0,goog,US
2004-09-13 00:00:00-04:00,2.63774412540179,2.6817767302322273,2.6335388281219636,2.6592657566070557,157628624,0.0,0.0,goog,US
2004-09-14 00:00:00-04:00,2.6580294418770083,2.7705843203730365,2.641702212069087,2.7579686641693115,217608605,0.0,0.0,goog,US
2004-09-15 00:00:00-04:00,2.7349630413905537,2.8257488334741243,2.7260570643274065,2.7705843448638916,215279909,0.0,0.0,goog,US
2004-09-16 00:00:00-04:00,2.7789946436313597,2.8645857936475405,2.7619264727483204,2.8193166255950928,186207345,0.0,0.0,goog,US
2004-09-17 00:00:00-04:00,2.830448114498558,2.9063923358917236,2.8089264845504753,2.9063923358917236,190350817,0.0,0.0,goog,US
2004-09-20 00:00:00-04:00,2.893034493319698,3.0080632101090283,2.8885819780978124,2.9526515007019043,213585582,0.0,0.0,goog,US
2004-09-21 00:00:00-04:00,2.9637830830742757,2.9788728055388747,2.906887365506458,2.915050506591797,145262446,0.0,0.0,goog,US
2004-09-22 00:00:00-04:00,2.9041659394373673,2.9603195289927187,2.8895706521315754,2.928407907485962,152344894,0.0,0.0,goog,US
2004-09-23 00:00:00-04:00,2.9397883074278135,3.033542596530334,2.8947654104255016,2.9887681007385254,171524515,0.0,0.0,goog,US
2004-09-24 00:00:00-04:00,2.9917354278778743,3.069905554273939,2.9625462750716007,2.964277505874634,183336625,0.0,0.0,goog,US
2004-09-27 00:00:00-04:00,2.957598684569462,2.9902521993536904,2.9140616909823827,2.925440788269043,141994242,0.0,0.0,goog,US
2004-09-28 00:00:00-04:00,3.000642001086619,3.1515392312103043,2.9736785102472276,3.138181686401367,340190355,0.0,0.0,goog,US
2004-09-29 00:00:00-04:00,3.1342239153586062,3.340038421643162,3.1225973644930938,3.2425734996795654,613229953,0.0,0.0,goog,US
2004-09-30 00:00:00-04:00,3.2133827178801977,3.2727524974391238,3.191118961746318,3.2059614658355713,276468402,0.0,0.0,goog,US
2004-10-01 00:00:00-04:00,3.2356464543813996,3.3207431678070662,3.1886451093448342,3.279679298400879,303934969,0.0,0.0,goog,US
2004-10-04 00:00:00-04:00,3.345728414471005,3.3858022334675177,3.315548020817656,3.3410274982452393,261693228,0.0,0.0,goog,US
